Agreement #,IssuerID,Issuer Name,Issuer City,Issuer State,FFIEC Regulator,Agreement File Name,PDF Size,TXT Size,Effective Date,Agreement Description,CFPB Filename,ID,Status
11055,114,Dollar Bank Federal Savings Bank,Pittsburgh,PA,OCC,FR007915580_card7,,,2014-09-30,card7,creditcardagreement_11055,FR007915580,Add
11056,114,Dollar Bank Federal Savings Bank,Pittsburgh,PA,OCC,FR007915580_card5,,,2014-09-30,City Pride Visa,creditcardagreement_11056,FR007915580,Add
11057,114,Dollar Bank Federal Savings Bank,Pittsburgh,PA,OCC,FR007915580_card6,,,2014-09-30,Valued Customer Visa,creditcardagreement_11057,FR007915580,Add
11058,114,Dollar Bank Federal Savings Bank,Pittsburgh,PA,OCC,FR007915580_card8,,,2014-09-30,Timeline Visa,creditcardagreement_11058,FR007915580,Add
11059,84,Eastman Credit Union,Kingsport,TN,NCUA,VISA Cardholder Agmt Rev 80114,,,2014-09-30,ECU Visa Cardholder Agmt ,creditcardagreement_11059,FR127111862,Add
11060,180,Eglin Federal Credit Union,Fort Walton Beach,FL,NCUA,Credit Card Agreement July 2014,,,2014-09-30,EGLIN FEDERAL CREDIT UNION MASTERCARD® ACCOUNT AGREEMENT AND DISCLOSURE,creditcardagreement_11060,FR060249919,Add
11061,359,Elevations Credit Union,Boulder,CO,NCUA,FR825224822_Consumer Credit Card Agreement_20140930,,,2014-09-30,Credit Card Agreement,creditcardagreement_11061,FR825224822,Add
11062,91,Fairwinds Credit Union,Orlando,FL,NCUA,FAIRWINDS Cash Rewards Visa Agreement,,,2014-09-30,Cash Rewards Visa Ageement,creditcardagreement_11062,FR084731686,Add
11063,134,Farm Bureau Bank FSB,San Antonio,TX,OCC,797134793_1,,,2014-09-30,Agreement 1,creditcardagreement_11063,FR797134793,Add
11064,171,Department Stores National Bank,Sioux Falls,SD,OCC,FR805616906_DSNBAmericanExpress0614,,,2014-09-30,DSNBBloomingdalesAmericanExpress0214,creditcardagreement_11064,FR805616906,Add
11065,171,Department Stores National Bank,Sioux Falls,SD,OCC,FR805616906_DSNBCreditCardAgreement0614,,,2014-09-30,DSNBBloomingdalesCreditCardAgreement0214,creditcardagreement_11065,FR805616906,Add
11066,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_1,,,2014-09-30,1,creditcardagreement_11066,FR006999403,Add
11067,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_2,,,2014-09-30,2,creditcardagreement_11067,FR006999403,Add
11068,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_5,,,2014-09-30,5,creditcardagreement_11068,FR006999403,Add
11069,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_6,,,2014-09-30,6,creditcardagreement_11069,FR006999403,Add
11070,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_7,,,2014-09-30,7,creditcardagreement_11070,FR006999403,Add
11071,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_8,,,2014-09-30,8,creditcardagreement_11071,FR006999403,Add
11072,206,Fifth Third Bancorp,Cincinnati,OH,FRS,FR006999403_9,,,2014-09-30,9,creditcardagreement_11072,FR006999403,Add
11073,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Classic_0614,,,2014-09-30,Visa Classic,creditcardagreement_11073,FR007919392,Add
11074,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Gold_0614,,,2014-09-30,Visa Gold,creditcardagreement_11074,FR007919392,Add
11075,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Private Client Services_0614,,,2014-09-30,Private Client Services,creditcardagreement_11075,FR007919392,Add
11076,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Signature_0614,,,2014-09-30,Visa Signature,creditcardagreement_11076,FR007919392,Add
11077,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Platinum Cash Back_0614,,,2014-09-30,Visa Platinum,creditcardagreement_11077,FR007919392,Add
11078,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Smart Option Classic_0614,,,2014-09-30,Visa Smart Option Classic,creditcardagreement_11078,FR007919392,Add
11079,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_MasterCard,,,2014-09-30,MasterCard,creditcardagreement_11079,FR071993588,Add
11080,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Classic Basic,,,2014-09-30,Visa Classic Basic,creditcardagreement_11080,FR071993588,Add
11081,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Classic Secured,,,2014-09-30,Visa Classic Secured,creditcardagreement_11081,FR071993588,Add
11082,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Classic,,,2014-09-30,Visa Classic,creditcardagreement_11082,FR071993588,Add
11083,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Gold,,,2014-09-30,Visa Gold,creditcardagreement_11083,FR071993588,Add
11084,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Platinum Preferred,,,2014-09-30,Visa Platinum Preferred,creditcardagreement_11084,FR071993588,Add
11085,146,First Community Credit Union,Chesterfield,MO,NCUA,071993588_Visa Platinum,,,2014-09-30,Visa Platinum,creditcardagreement_11085,FR071993588,Add
11086,449,First International Bank and Trust,Watford City,ND,FDIC,043856376_BDLNDS MC 1PRMO,,,2014-09-30,First International Bank & Trust Badlands Master Card Promo,creditcardagreement_11086,FR043856376,Add
11087,449,First International Bank and Trust,Watford City,ND,FDIC,043856376_BDLNDS VI 1 PRMO,,,2014-09-30,First International Bank & Trust Badlands Visa Card Promo,creditcardagreement_11087,FR043856376,Add
11088,449,First International Bank and Trust,Watford City,ND,FDIC,043856376_PLATVI PROMO,,,2014-09-30,First International Bank & Trust Platinum Visa Card Promo,creditcardagreement_11088,FR043856376,Add
11089,183,First Interstate Bank,Billings,MT,FRS,FR006969042 UWAA FirstRewards A,,,2014-09-30,UWAA FirstRewards A,creditcardagreement_11089,FR006969042,Add
11090,183,First Interstate Bank,Billings,MT,FRS,FR006969042 UWAA FirstRewards B,,,2014-09-30,UWAA FirstRewards B,creditcardagreement_11090,FR006969042,Add
11091,183,First Interstate Bank,Billings,MT,FRS,FR006969042 UWAA FirstRewards C,,,2014-09-30,UWAA FirstRewards C,creditcardagreement_11091,FR006969042,Add
11092,183,First Interstate Bank,Billings,MT,FRS,FR006969042 UWAA FirstRewards D,,,2014-09-30,UWAA FirstRewards D,creditcardagreement_11092,FR006969042,Add
11093,399,First National Bank,Sioux Falls,SD,OCC,FR008941916_Agreement1,,,2014-09-30,Agreement1,creditcardagreement_11093,FR008941916,Add
11094,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Platinum Variable - 35,,,2014-09-30,Platinum Variable 35 Min Pay,creditcardagreement_11094,FR006970172,Add
11095,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Amex Variable ODP-35,,,2014-09-30,Amex Variable ODP-35 Min Pay,creditcardagreement_11095,FR006970172,Add
11096,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Amex Variable-35,,,2014-09-30,Amex Variable-35 Min Pay,creditcardagreement_11096,FR006970172,Add
11097,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Discover Variable-35,,,2014-09-30,Discover Variable-35 Min Pay,creditcardagreement_11097,FR006970172,Add
11098,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_MasterCard World Variable-35,,,2014-09-30,MasterCard World Variable-35 Min Pay,creditcardagreement_11098,FR006970172,Add
11099,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Platinum Variable ODP-35,,,2014-09-30,Platinum Variable ODP-35 Min Pay,creditcardagreement_11099,FR006970172,Add
11100,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Visa Signature Variable ODP-35,,,2014-09-30,Visa Signature Variable ODP-35 Min Pay,creditcardagreement_11100,FR006970172,Add
11101,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Visa Signature Variable-35,,,2014-09-30,Visa Signature Variable-35 Min Pay,creditcardagreement_11101,FR006970172,Add
11102,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Platinum Variable No Penalty,,,2014-09-30,Platinum Variable No Penalty,creditcardagreement_11102,FR006970172,Add
11103,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Secured Variable,,,2014-09-30,Secured Variable,creditcardagreement_11103,FR006970172,Add
11104,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Secured Variable ODP,,,2014-09-30,Secured Variable ODP,creditcardagreement_11104,FR006970172,Add
11105,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Visa Signature Variable No Penalty,,,2014-09-30,Visa Signature Variable No Penalty,creditcardagreement_11105,FR006970172,Add
11106,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_MasterCard World for Life-35,,,2014-09-30,MasterCard World for Life-35,creditcardagreement_11106,FR006970172,Add
11107,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Platinum for Life-35,,,2014-09-30,Platinum for Life-35,creditcardagreement_11107,FR006970172,Add
11108,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Secured Variable Up,,,2014-09-30,Secured Variable Up,creditcardagreement_11108,FR006970172,Add
11109,251,First National Bank of Omaha,Omaha,NE,OCC,00-697-0172_Secured Variable Up ODP,,,2014-09-30,Secured Variable Up ODP,creditcardagreement_11109,FR006970172,Add
11110,393,First Savings Bank of Beresford,Beresford,SD,OCC,FR035833813_Agreement1088,,,2014-09-30,Agreement1088,creditcardagreement_11110,FR035833813,Add
11111,369,First Source Federal Credit Union,New Hartford,NY,NCUA,FSFCU CC Agreement (09-2014),,,2014-09-30,First Source FCU - CC Agreement,creditcardagreement_11111,FR099901738,Add
11112,322,First Tennessee Bank National Association,Memphis,TN,OCC,FR050239979_VisaSignature,,,2014-09-30,VisaSignature,creditcardagreement_11112,FR050239979,Add
11113,498,FirstBank of Puerto Rico,San Juan,PR,FDIC,4012014 Beyond Global,,,2014-09-30,Beyond Global,creditcardagreement_11113,FR660183103,Add
11114,498,FirstBank of Puerto Rico,San Juan,PR,FDIC,4012014 Beyond Global (Spanish),,,2014-09-30,Beyond Global (Spanish),creditcardagreement_11114,FR660183103,Add
11115,495,Georgia United Credit Union,Duluth,GA,NCUA,GUCU Visa Platinum Rev 01_2014,,,2014-09-30,Georgia United Visa Platinum,creditcardagreement_11115,FR580800932,Add
11116,495,Georgia United Credit Union,Duluth,GA,NCUA,GUCU Visa Gold Rev 01_2014,,,2014-09-30,Georgia United Visa Gold,creditcardagreement_11116,FR580800932,Add
11117,495,Georgia United Credit Union,Duluth,GA,NCUA,GUCU Visa Gold Secured Rev 01_2014,,,2014-09-30,Georgia United Visa Gold Secured,creditcardagreement_11117,FR580800932,Add
11118,161,IBERIABANK,Lafayette,LA,FRS,FR927258202_Classic,,,2014-09-30,Classic ,creditcardagreement_11118,FR927258202,Add
11119,161,IBERIABANK,Lafayette,LA,FRS,FR927258202_Gold,,,2014-09-30,Gold ,creditcardagreement_11119,FR927258202,Add
11120,161,IBERIABANK,Lafayette,LA,FRS,FR927258202_Platinum,,,2014-09-30,Platinum ,creditcardagreement_11120,FR927258202,Add
11121,161,IBERIABANK,Lafayette,LA,FRS,FR927258202_Select,,,2014-09-30,Select ,creditcardagreement_11121,FR927258202,Add
11122,165,JCB Bank NA,Los Angeles,CA,OCC,MarukaCalifornia_TILA_Agreement_09-2014,,,2014-09-30,Maruka California Agreement,creditcardagreement_11122,FR185783248,Add
11123,165,JCB Bank NA,Los Angeles,CA,OCC,MarukaiHawaii_TILA_Agreement_09-2014,,,2014-09-30,Marukai Hawaii Agreement,creditcardagreement_11123,FR185783248,Add
11124,165,JCB Bank NA,Los Angeles,CA,OCC,MarukaCAPremium_Agreement_09-2014,,,2014-09-30,Marukai California Premium JCB Card Agreement,creditcardagreement_11124,FR185783248,Add
11125,165,JCB Bank NA,Los Angeles,CA,OCC,MarukaiHIPremium_Agreement_09-2014,,,2014-09-30,Marukai Hawaii Premium JCB Card Agreement,creditcardagreement_11125,FR185783248,Add
11126,165,JCB Bank NA,Los Angeles,CA,OCC,MitsuwaAndOthers_TILA_Agreement_09-2014,,,2014-09-30,Mitsuwa And Others Agreement,creditcardagreement_11126,FR185783248,Add
11127,401,Jeanne D'Arc Credit Union,Lowell,MA,NCUA,FR097451785_Consumer Visa Agreement 12-2012,,,2014-09-30,Consumer Visa Agreement,creditcardagreement_11127,FR097451785,Add
11128,417,John Deere Financial fsb,Madison,WI,OCC,FR111570722_Multi-use,,,2014-09-30,John Deere Financial Multi-use,creditcardagreement_11128,FR111570722,Add
11129,386,Lake Michigan Credit Union,Grand Rapids,MI,NCUA,LMCU_Card_Disclosure,,,2014-09-30,LMCU_Card_Disclosure,creditcardagreement_11129,FR072577042,Add
11130,471,Kennedy Space Center Federal Credit Union,Merritt Island,FL,NCUA,Launch VISA Application and Solicitation Disclosure,,,2014-09-30,VISA Classic/Secured/Platinum Application and Solicitation Disclosure,creditcardagreement_11130,FR118676972,Add
11131,471,Kennedy Space Center Federal Credit Union,Merritt Island,FL,NCUA,Launch VISA Credit Card Agreement,,,2014-09-30,VISA Classic/Secured/Platinum Credit Card Agreement,creditcardagreement_11131,FR118676972,Add
11132,361,Lexus Financial Savings Bank,Fargo,ND,FDIC,FR008267036_08_LEX_3Q2014,,,2014-09-30,LEXUS PLATINUM,creditcardagreement_11132,FR008267036,Add
11133,361,Lexus Financial Savings Bank,Fargo,ND,FDIC,FR008267036_09_LEXSIG_3Q2014,,,2014-09-30,LEXUS SIGNATURE,creditcardagreement_11133,FR008267036,Add
11134,169,Logix Federal Credit Union,Burbank,CA,NCUA,075276931_6,,,2014-09-30,Credit Card Agreement and Disclosure,creditcardagreement_11134,FR075276931,Add
11135,265,McCoy Federal Credit Union,Orlando,FL,NCUA,VISA Agreement _8 14,,,2014-09-30,Visa Agreement,creditcardagreement_11135,FR133057695,Add
11136,509,Merck Employees FCU,Rahway,NJ,0,Merck Employees Federal Credit Union_Disclosure_2014,,,2014-09-30,Credit Card Disclosure,creditcardagreement_11136,1454,Add
11137,521,Meritrust Credit Union ,Wichita,KS,0,Meritrust CU CC Agrmt All Cards 10-30-2014,,,2014-09-30,Meritrust Credit Card Agreement,creditcardagreement_11137,0,Add
11138,215,Merrick Bank,South Jordan,UT,FDIC,110830072_merrick_unsecured_g14941_sept30 2014,,,2014-09-30,Merrick Unsecured,creditcardagreement_11138,FR110830072,Add
11139,215,Merrick Bank,South Jordan,UT,FDIC,110830072_merrick_secured_g14941_sept30 2014,,,2014-09-30,Merrick Secured,creditcardagreement_11139,FR110830072,Add
11140,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Direct Mail Cardholder Agreement_general 08012014,,,2014-09-30,Continental Verve Agreement,creditcardagreement_11140,FR081268450,Add
11141,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Direct Mail Cardholder Agreement_NY 08012014,,,2014-09-30,Continental Verve NY Agreement,creditcardagreement_11141,FR081268450,Add
11142,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Dunsnumber_19 for MABT,,,2014-09-30,Helzberg Account Agreement,creditcardagreement_11142,FR081268450,Add
11143,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,MABTC 1AF BCCA 19 99,,,2014-09-30,Emblem 19.99 with Annual Fee after year one  Cardholder Agreement,creditcardagreement_11143,FR081268450,Add
11144,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,MABTC 2AF BCCA 19 99,,,2014-09-30,Emblem 19.99 with Annual Fee after year two Cardholder Agreement,creditcardagreement_11144,FR081268450,Add
11145,364,Mission Federal Credit Union,San Diego,CA,NCUA,MasterCard_Credit_Card_Cardholder_Agreement-2014_11,,,2014-09-30,MasterCard Agreement,creditcardagreement_11145,FR020219077,Add
11146,234,National Association of Postmasters of the United States Federal Credit Union,Alexandria,VA,NCUA,Credit Card Agreement and Disclosure.2013.03,,,2014-09-30,NAPUS FCU Credit Card Agreement,creditcardagreement_11146,FR126542810,Add
11147,41,NASA Federal Credit Union,Upper Marlboro,MD,NCUA,FR081074510_Agreement 1,,,2014-09-30,Agreement 1,creditcardagreement_11147,FR081074510,Add
11148,151,Nationwide Bank,Columbus,OH,OCC,NWC_6Mo_Shumer-Box_103114,,,2014-09-30,NWC 6Mo Platinum Schumer Box 103114,creditcardagreement_11148,FR790933506,Add
11149,151,Nationwide Bank,Columbus,OH,OCC,Cardmember Agreement 022210,,,2014-09-30,Cardmember Agreement 022210,creditcardagreement_11149,FR790933506,Add
11150,90,Northwest Federal Credit Union,Herndon,VA,NCUA,191823025_2,,,2014-09-30,REALTOR® Credit Card Agreement,creditcardagreement_11150,FR086352036,Add
11151,90,Northwest Federal Credit Union,Herndon,VA,NCUA,191823025_3,,,2014-09-30,Northwest FCU Credit Card Agreement,creditcardagreement_11151,FR086352036,Add
11152,512,Northwest Savings Bank,Warren ,PA,0,VISA CFPB 09.30.2014,,,2014-09-30,Northwest (Fixed APR) Visa,creditcardagreement_11152,0,Add
11153,512,Northwest Savings Bank,Warren ,PA,0,Loyalty CFPB 09.30.2014,,,2014-09-30,Northwest Rewards Visa,creditcardagreement_11153,0,Add
11154,512,Northwest Savings Bank,Warren ,PA,0,Rewards CFPB 09.30.2014,,,2014-09-30,Northwest Loyalty Visa,creditcardagreement_11154,0,Add
11155,305,Numerica Credit Union,Spokane Valley,WA,NCUA,Visa Terms and Conditions,,,2014-09-30,Visa Terms and Conditions,creditcardagreement_11155,FR084413293,Add
11156,103,OnPoint Community Credit Union,Portland,OR,NCUA,093014_Visa Credit Card Addenda,,,2014-09-30,Visa Credit Card Addenda,creditcardagreement_11156,FR087458311,Add
11157,103,OnPoint Community Credit Union,Portland,OR,NCUA,042814 - Visa Signature CC Agreement,,,2014-09-30,Visa Signature Credit Card Agreement,creditcardagreement_11157,FR087458311,Add
11158,365,People First Federal Credit Union,Allentown,PA,NCUA,FR108541822_VisaPlatinumCard,,,2014-09-30,Visa Platinum Card,creditcardagreement_11158,FR108541822,Add
11159,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Bluegreen Vacations Visa Platinum,,,2014-09-30,Bluegreen Vacations Visa Platinum,creditcardagreement_11159,FR362535650,Add
11160,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Grand Crowne Resorts World Mastercard,,,2014-09-30,Grand Crowne Resorts World Mastercard,creditcardagreement_11160,FR362535650,Add
11161,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Welk Resorts World Mastercard,,,2014-09-30,Welk Resorts World Mastercard,creditcardagreement_11161,FR362535650,Add
11162,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Quorum FCU Ratewise Visa,,,2014-09-30,Quorum FCU Ratewise Visa,creditcardagreement_11162,FR362535650,Add
11163,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Quorum FCU Cash Back Visa,,,2014-09-30,Quorum FCU Cash Back Visa,creditcardagreement_11163,FR362535650,Add
11164,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Quorum FCU Visa Signature,,,2014-09-30,Quorum FCU Visa Signature,creditcardagreement_11164,FR362535650,Add
11165,362,Toyota Financial Savings Bank,Fargo,ND,FDIC,Quorum FCU Visa Platinum,,,2014-09-30,Quorum FCU Visa Platinum,creditcardagreement_11165,FR362535650,Add
11166,78,Randolph Brooks Federal Credit Union,Universal City,TX,NCUA,FR055114250_Gold and Platinum Rewards 0913,,,2014-09-30,Gold and Platinum Rewards 0913,creditcardagreement_11166,FR055114250,Add
11167,78,Randolph Brooks Federal Credit Union,Universal City,TX,NCUA,FR055114250_Platinum Preferred Rate 0913,,,2014-09-30,Platinum Preferred Rate 0913,creditcardagreement_11167,FR055114250,Add
11168,78,Randolph Brooks Federal Credit Union,Universal City,TX,NCUA,FR055114250_Platinum Premier Rate 1014,,,2014-09-30,Platinum Premier Rate 1014,creditcardagreement_11168,FR055114250,Add
11169,78,Randolph Brooks Federal Credit Union,Universal City,TX,NCUA,FR055114250_Platinum CashBack Rewards 1014,,,2014-09-30,Platinum CashBack Rewards 1014,creditcardagreement_11169,FR055114250,Add
11170,437,RBC Bank (Georgia) NA,Atlanta,GA,OCC,RBC Bank Cardholders Agreement 27258_0914,,,2014-09-30,RBC Bank Credit Card Disclosure and Cardholder Agreement 27258_0914,creditcardagreement_11170,FR832097443,Add
11171,86,Redstone Federal Credit Union,Huntsville,AL,NCUA,FR072110117_RBP MC Gold- Agreement updated 4.14,,,2014-09-30,RBP MC Gold Agreement,creditcardagreement_11171,FR072110117,Add
11172,86,Redstone Federal Credit Union,Huntsville,AL,NCUA,FR072110117_SS Visa Classic Agreement updated 10.14,,,2014-09-30,SS Visa Classic Agreement,creditcardagreement_11172,FR072110117,Add
11173,86,Redstone Federal Credit Union,Huntsville,AL,NCUA,FR072110117_RBP Visa Classic Agreement updated 10.14,,,2014-09-30,Visa Classic Agreement,creditcardagreement_11173,FR072110117,Add
11174,86,Redstone Federal Credit Union,Huntsville,AL,NCUA,FR072110117_RBP Visa Platinum Agreements updated 4.14,,,2014-09-30,RBP Visa Platinum Agreement,creditcardagreement_11174,FR072110117,Add
11175,448,Regions Bank,Birmingham,AL,FDIC,Regions Visa Credit Card Agreement_09302014,,,2014-09-30,Regions Visa Credit Card Agreement_09302014,creditcardagreement_11175,FR086542222,Add
11176,326,Robins Federal Credit Union,Warner Robins,GA,NCUA,Platinum Variable A,,,2014-09-30,Platinum Variable A,creditcardagreement_11176,FR069193548,Add
11177,326,Robins Federal Credit Union,Warner Robins,GA,NCUA,Platinum Variable B,,,2014-09-30,Platinum Variable B,creditcardagreement_11177,FR069193548,Add
11178,326,Robins Federal Credit Union,Warner Robins,GA,NCUA,Platinum Variable C,,,2014-09-30,Platinum Variable C,creditcardagreement_11178,FR069193548,Add
11179,326,Robins Federal Credit Union,Warner Robins,GA,NCUA,Platinum Variable Secured,,,2014-09-30,Platinum Variable Secured,creditcardagreement_11179,FR069193548,Add
11180,326,Robins Federal Credit Union,Warner Robins,GA,NCUA,Platinum,,,2014-09-30,Platinum,creditcardagreement_11180,FR069193548,Add
11181,301,San Diego County Credit Union,San Diego,CA,NCUA,ConsumerServicesFeeSchedule,,,2014-09-30,Consumer Services Fee Schedule ,creditcardagreement_11181,FR066162785,Add
11182,303,Sandia Laboratory Federal Credit Union,Albuquerque,NM,NCUA,SLFCUCreditCardAgreement,,,2014-09-30,Sandia Laboratory Federal Credit Union Credit Card Agreement & Truth in Lending Disclosure,creditcardagreement_11182,FR095746160,Add
11183,492,Santander Bank NA,Wilmington,DE,OCC,Sphere Credit Card Agreement Q3 2014,,,2014-09-30,Santander Sphere Credit Card Agreement,creditcardagreement_11183,FR081626947 ,Add
11184,492,Santander Bank NA,Wilmington,DE,OCC,Bravo Credit Card Agreement Q3 2014,,,2014-09-30,Santander Bravo Credit Card Agreement,creditcardagreement_11184,FR081626947 ,Add
11185,341,Shell Federal Credit Union,Deer Park,TX,NCUA,Consumer Credit Card Agreement October 2014,,,2014-09-30,Consumer Credit Card Agreement,creditcardagreement_11185,FR039827431,Add
11186,115,Sound Credit Union,Tacoma,WA,NCUA,Cardholder Agreement,,,2014-09-30,Visa Cardholder Agreement,creditcardagreement_11186,FR108086216,Add
11187,126,SC State Credit Union,Columbia,SC,NCUA,VISA Agreement,,,2014-09-30,VISA Agreement,creditcardagreement_11187,FR108529918,Add
11188,126,SC State Credit Union,Columbia,SC,NCUA,UChoose_RewardsMay2014,,,2014-09-30,VISA Rewards Agreement,creditcardagreement_11188,FR108529918,Add
11189,313,SunTrust Bank,Atlanta,GA,FDIC,FR038397741_CARD ACCOUNT AGREEMENT P1743 - CONSUMER,,,2014-09-30,Consumer MasterCard P1743,creditcardagreement_11189,FR038397741,Add
11190,313,SunTrust Bank,Atlanta,GA,FDIC,FR038397741_SECURED CARD AGREEMENT P1751 - SECURED,,,2014-09-30,Secured MasterCard P1751,creditcardagreement_11190,FR038397741,Add
11191,274,Synovus Bank,Columbus,GA,FDIC,FR006925754_FIRST PROGRESS CARDHOLDER AGREEMENT,,,2014-09-30,FIRST PROGRESS CARDHOLDER AGREEMENT,creditcardagreement_11191,FR006925754,Add
11192,274,Synovus Bank,Columbus,GA,FDIC,FR006925754_CARDHOLDER AGREEMENT,,,2014-09-30,CARDHOLDER AGREEMENT,creditcardagreement_11192,FR006925754,Add
11193,177,TD Bank NA,Wilmington,DE,OCC,FR006949424 USBC_Personal Unsecured TILA 9-17-14,,,2014-09-30,Personal Unsecured CMA,creditcardagreement_11193,FR006949424,Add
11194,149,Teachers Federal Credit Union,Farmingville,NY,NCUA,FR830599192_Classic,,,2014-09-30,Classic,creditcardagreement_11194,FR830599192,Add
11195,149,Teachers Federal Credit Union,Farmingville,NY,NCUA,FR830599192_NoFrills,,,2014-09-30,NoFrills,creditcardagreement_11195,FR830599192,Add
11196,149,Teachers Federal Credit Union,Farmingville,NY,NCUA,FR830599192_Platinum,,,2014-09-30,Platinum,creditcardagreement_11196,FR830599192,Add
11197,149,Teachers Federal Credit Union,Farmingville,NY,NCUA,FR830599192_Secured,,,2014-09-30,Secured,creditcardagreement_11197,FR830599192,Add
11198,515,The Huntington National Bank,Columbus,OH,0,Voice Credit Card Agreement 3,,,2014-09-30,The Huntington National Bank Voice Credit Card Agreement,creditcardagreement_11198,31-0966785,Add
11199,44,The Summit Federal Credit Union,Rochester,NY,NCUA,Visa_Retail_Install_Agreement_102014,,,2014-09-30,Visa Retail Installment Credit Agreement,creditcardagreement_11199,FR073681942,Add
11200,297,Tower Federal Credit Union,Laurel,MD,NCUA,FR789992752_MasterCard_Agreement_Pricing,,,2014-09-30,MasterCard_Agreement_Pricing,creditcardagreement_11200,FR789992752,Add
11201,297,Tower Federal Credit Union,Laurel,MD,NCUA,FR789992752_MasterCard_Agreement_Pricing_BT,,,2014-09-30,MasterCard_Agreement_Pricing_BT,creditcardagreement_11201,FR789992752,Add
11202,268,Truliant Federal Credit Union,Winston Salem,NC,NCUA,Truliant Visa Classic Credit Card Agreement 20140930,,,2014-09-30,Truliant VISA Classic Card Agreement,creditcardagreement_11202,FR077827822,Add
11203,263,TruStone Financial Federal Credit Union,Plymouth,MN,NCUA,FR077632115_VisaPlatinumAgreement,,,2014-09-30,Visa Platinum Agreement,creditcardagreement_11203,FR077632115,Add
11204,388,Tulsa Teachers Credit Union,Tulsa,OK,NCUA,Visa Credit Card agreemnt,,,2014-09-30,Agreement 2,creditcardagreement_11204,FR098463284,Add
11205,194,US Bancorp,Minneapolis,MN,OCC,FR006213482_03_USB_3Q2014,,,2014-09-30,03_USB_CLASSIC_GOLD_PLAT,creditcardagreement_11205,FR006213482,Add
11206,194,US Bancorp,Minneapolis,MN,OCC,FR006213482_04_USBNPSL_3Q2014,,,2014-09-30,04_USB_NO_PRESET_SPEND_LIMIT,creditcardagreement_11206,FR006213482,Add
11207,194,US Bancorp,Minneapolis,MN,OCC,FR006213482_05_USB_PATIENTFINANCE_3Q2014,,,2014-09-30,05_USB_PATIENT_FINANCE,creditcardagreement_11207,FR006213482,Add
11208,194,US Bancorp,Minneapolis,MN,OCC,FR006213482_06_USBLOC_3Q2014,,,2014-09-30,06_USB_LINE_OF_CREDIT,creditcardagreement_11208,FR006213482,Add
11209,194,US Bancorp,Minneapolis,MN,OCC,FR006213482_07_USBIELOC_3Q2014,,,2014-09-30,07_USB_INVESTMENT EQUITY_LOC,creditcardagreement_11209,FR006213482,Add
